,�..ID,store,state,city_locality,lat,long,item,species,subspecies,specific_taxonomy,sex,price_.,in_list,notes,visit_type,vendor_type,native.
6648,6964,Bird Breeder Store,,,NA,NA,Major Mitchell Cockatoos for Sale,Lophochroa leadbeateri,,1,,"$2,500.00 ",,,online,online,0
7563,7936,Omar's Exotic Birds,,,NA,NA,Major Mitchell’s Cockatoo,Lophochroa leadbeateri,,1,,,,,online,online,0
10347,10869,The Bird Store,,,NA,NA,Major Mitchell’s Cockatoo,Lophochroa leadbeateri,,1,,,,,online,online,0
1740,1882,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Striped tree dragons,Lophognathus temporalis,,1,,29,,Three legged,brick & mortar,brick & mortar,0
7564,7937,Omar's Exotic Birds,,,NA,NA,Black Capped Lory,Lorius lory,,1,,,,,online,online,0
5310,5566,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Mexican burrowing python,Loxocemus bicolor,,1,,400,,,expo,Brick and mortar,0
5311,5567,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Mexican burrowing python,Loxocemus bicolor,,1,,400,,,expo,Brick and mortar,0
6100,6399,Big Apple Herp,,,NA,NA,New World Pythons,Loxocemus bicolor,,1,,589,,,online,online,0
9109,9566,ReptilesNCritters,,,NA,NA,New World Python - Adult,Loxocemus bicolor,,1,,$699.99 ,,,online,online,0
9110,9567,ReptilesNCritters,,,NA,NA,New World Python - big baby,Loxocemus bicolor,,1,,$699.99 ,,,online,online,0
9655,10130,Snakes at Sunset,,,NA,NA,New World Burrowing Pythons (Loxocemus bicolor) ADULT MALE,Loxocemus bicolor,,1,,329.99,,,online,online,0
9656,10131,Snakes at Sunset,,,NA,NA,New World Burrowing Pythons (Loxocemus bicolor) JUVENILE,Loxocemus bicolor,,1,,349.99,,,online,online,0
10160,10652,Strictly Reptiles,,,NA,NA,NEW WORLD PYTHON – BIG BABY SPECIAL!,Loxocemus bicolor,,1,,,,,online,online,0
10161,10653,Strictly Reptiles,,,NA,NA,NEW WORLD PYTHON – ADULT SPECIAL!,Loxocemus bicolor,,1,,,,,online,online,0
11410,11983,Underground Reptiles,,,NA,NA,Mexican Burrowing Python,Loxocemus bicolor,,1,,399.99,,,online,online,0
427,464,Petco,MI,Portage,42.2262236,-85.59183811,white spot gecko,Lucasium alboguttatum,,1,,29.99,yes,,brick & mortar,brick & mortar,0
1810,1959,Petco,CA,Citrus Heights,38.680563,-121.320562,White spot gecko,Lucasium alboguttatum,,1,,29.99,,,brick & mortar,brick & mortar,0
6101,6400,Big Apple Herp,,,NA,NA,White Spotted Gecko,Lucasium alboguttatum,,1,,19.99,,,online,online,0
11411,11984,Underground Reptiles,,,NA,NA,Wolf Snake,Lycodon capucinus,,1,,99.99,,,online,online,0
2303,2471,NERD New England Reptile,NH,Plainstow,42.849063,-71.101687,Black house snake,Lycodonomorphus,inornatus,1,m,125,,,expo,brick & mortar,0
6102,6401,Big Apple Herp,,,NA,NA,Black African House Snakes,Lycodonomorphus inornatus,,1,,69,,,online,online,0
11412,11985,Underground Reptiles,,,NA,NA,African Wolf Snake,Lycophidion capense,,1,,49.99,,,online,online,0
10162,10654,Strictly Reptiles,,,NA,NA,African Wolf Snake – Juvenile to Adults,Lycophidion semicinctum,,1,,,,,online,online,0
9657,10132,Snakes at Sunset,,,NA,NA,Cape Dwarf Geckos for sale (Lygodactylus capensis),Lygodactylus capensis,,1,,16.99,,,online,online,0
1964,2120,Jabberwock Reptiles,MA,Stoneham,42.492063,-71.100688,Dwarf Cameroon gecko,Lygodactylus conraui,,1,,50,,,brick & mortar,brick & mortar,0
2388,2561,Amazing Serpents,ME,Scarborough,NA,NA,Cameroon dwarf gecko,Lygodactylus conraui,,1,,30,,,expo,breeder,0
7674,8072,Outback Reptiles,,,NA,NA,Electric Green Dwarf Gecko – Lygodactylus conraui – Breeder Pair,Lygodactylus conraui,,1,,$75.00 ,,,online,online,0
9111,9568,ReptilesNCritters,,,NA,NA,Cameroon Dwarf Geckos,Lygodactylus conraui,,1,,$59.99 ,,,online,online,0
9658,10133,Snakes at Sunset,,,NA,NA,Cameroon Dwarf Gecko - Lygodactylus conraui FEMALE,Lygodactylus conraui,,1,,49.99,,,online,online,0
11413,11986,Underground Reptiles,,,NA,NA,Cameroon Dwarf Gecko,Lygodactylus conraui,,1,,14.99,,,online,online,0
156,170,Xtreme Exotics,FL,Jacksonville,30.15784674,-81.53218839,electric blue day gecko,Lygodactylus williamsi,,1,,350,yes,Critically endangered,brick & mortar,brick & mortar,0
183,197,Sam's Flying Frog Ranch,FL,Yulee,30.6346393,-81.60348138,electric blue day gecko pair,Lygodactylus williamsi,,1,,899.99,yes,Critically endangered,brick & mortar,brick & mortar,0
8805,9257,Reptile Rapture,,,NA,NA,ELECTRIC BLUE DAY GECKO - CB Lygodactylus williamsi,Lygodactylus williamsi,,1,,,,,online,online,0
9659,10134,Snakes at Sunset,,,NA,NA,Electric Blue Geckos for sale (Lygodactylus williamsi) UNSEXED,Lygodactylus williamsi,,1,,249.99,,,online,online,0
4525,4764,Golden Coast Exotics,CA,Orange County,NA,NA,Tri color hognose,Lystrophis pulcher,,1,f,260,,,,,0
4526,4765,Golden Coast Exotics,CA,Orange County,NA,NA,Tri color hognose,Lystrophis pulcher,,1,m,240,,,,,0
4527,4766,Golden Coast Exotics,CA,Orange County,NA,NA,Tri color hognose,Lystrophis pulcher,,1,m,245,,,,,0
4528,4767,Golden Coast Exotics,CA,Orange County,NA,NA,Tri color hognose,Lystrophis pulcher,,1,f,260,,,,,0
4529,4768,Golden Coast Exotics,CA,Orange County,NA,NA,Tri color hognose,Lystrophis pulcher,,1,m,245,,,,,0
4530,4769,Golden Coast Exotics,CA,Orange County,NA,NA,Tri color hognose,Lystrophis pulcher,,1,f,260,,,,,0
4906,5156,Painted reptile,CA,,NA,NA,Tri colored hognose snake,Lystrophis pulcher,,1,,150,,,,,0
5325,5581,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Tri-color hognose,Lystrophis pulcher,,1,,375,,,expo,Brick and mortar,0
5328,5584,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Tri-color hognose,Lystrophis pulcher,,1,,375,,,expo,Brick and mortar,0
5329,5585,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Tri-color hognose,Lystrophis pulcher,,1,,375,,,expo,Brick and mortar,0
5330,5586,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Tri-color hognose,Lystrophis pulcher,,1,,375,,,expo,Brick and mortar,0
5505,5764,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Tri-color hognose,Lystrophis pulcher,,1,,170,,,expo,Brick and mortar,0
5506,5765,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Tri-color hognose,Lystrophis pulcher,,1,,270,,,expo,Brick and mortar,0
5509,5768,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Tri-color hognose,Lystrophis pulcher,,1,,270,,,expo,Brick and mortar,0
11414,11987,Underground Reptiles,,,NA,NA,Crowned Leaf Nose Snake,Lytorhynchus diadema,,1,,49.99,,,online,online,0
11415,11988,Underground Reptiles,,,NA,NA,Awl Headed Snake,Lytorhynchus diadema,,1,,99.99,,,online,online,0
7026,7371,Golden Exotics,,,NA,NA,Bennetts Wallaby,Macropus rufogriseus,,1,,2200,,,online,online,0
7027,7372,Golden Exotics,,,NA,NA,Female Bennett Wallaby,Macropus rufogriseus,,1,,2500,,,online,online,0
10636,11185,Tri County Exotics,,,NA,NA,Male Red Kangroo,Macropus rufus,,1,,2500,,,online,online,0
11416,11989,Underground Reptiles,,,NA,NA,Madagascar Cat Eye Snake,Madagascarophis colubrinus,,1,,174.99,,,online,online,0
1575,1716,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Pancake tortoise,Malacochersus tornieri,,1,,599,,,brick & mortar,brick & mortar,0
5668,5927,Amazon Reptile Center,CA,Montclair,34.092813,-117.688437,Pancake tortoise,Malacochersus tornieri,,1,,400,,,Brick and Mortar,Brick and Mortar,0
6801,7129,CB Reptiles,,,NA,NA,AFRICAN PANCAKE TORTOISE FOR SALE,Malacochersus tornieri,,1,,$499.00 ,,,online,online,0
7080,7431,Got Reptiles,,,NA,NA,Pancake Tortoise (c.b. babies),Malacochersus tornieri,,1,,$499.99 ,,,online,online,0
7402,7761,Jungle Bob's Reptile World,,,NA,NA,Pancake tortoise,Malacochersus tornieri,,1,,,,,online,online,0
8553,8998,Reptile City Inc,,,NA,NA,Pancake Tortoise (c.b. babies),Malacochersus tornieri,,1,,499.99,,,online,online,0
8807,9259,Reptile Rapture,,,NA,NA,CB PANCAKE TORTOISE - Malacochersus tornieri,Malacochersus tornieri,,1,,,,,online,online,0
9660,10137,Snakes at Sunset,,,NA,NA,Pancake Tortoises for sale (Malacocherus tornieri) FEMALES LEFT,Malacochersus tornieri,,1,,799.99,,,online,online,0
11417,11990,Underground Reptiles,,,NA,NA,Baby Pancake Tortoise,Malacochersus tornieri,,1,,549.99,,,online,online,0
11418,11991,Underground Reptiles,,,NA,NA,Adult Pancake Tortoise,Malacochersus tornieri,,1,,799.99,,,online,online,0
514,561,Kalamazoo Reptile Expo,MI,,42.277938,-85.543563,tiger 50% dwarf reticulated python,Malayopython reticulatus,,1,m,225,yes,,expo,,0
515,562,Kalamazoo Reptile Expo,MI,,42.277938,-85.543563,tiger 50% dwarf reticulated python,Malayopython reticulatus,,1,f,250,yes,,expo,,0
575,633,Reptilian Exotics,OH,Columbus,39.95651145,-82.90723682,21 lavendar albino platinum reticulated python,Malayopython reticulatus,,1,f,449.99,yes,,brick & mortar,brick & mortar,0
576,634,Reptilian Exotics,OH,Columbus,39.95651145,-82.90723682,21 lavendar motley reticulated python,Malayopython reticulatus,,1,m,449.99,yes,,brick & mortar,brick & mortar,0
577,635,Reptilian Exotics,OH,Columbus,39.95651145,-82.90723682,21 lavendar albino platinum reticulated python,Malayopython reticulatus,,1,f,449.99,yes,,brick & mortar,brick & mortar,0
578,636,Reptilian Exotics,OH,Columbus,39.95651145,-82.90723682,21 orange glow motley pos. platinum het white or purple phase albino reticulated python,Malayopython reticulatus,,1,f,599.99,yes,,brick & mortar,brick & mortar,0
829,916,Clarksville Reef and Reptiles,TN,Clarksville,36.57185869,-87.2908422,reticulated python,Malayopython reticulatus,,1,,1200,yes,,brick & mortar,brick & mortar,0
954,1060,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,white albino tiger reticulated python,Malayopython reticulatus,,1,f,379,yes,,brick & mortar,brick & mortar,0
955,1061,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,mochino reticulated python,Malayopython reticulatus,,1,f,359,yes,,brick & mortar,brick & mortar,0
956,1062,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,mochino golden child python,Malayopython reticulatus,,1,f,399,yes,,brick & mortar,brick & mortar,0
957,1063,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,50% dwarf platinum anery reticulated python,Malayopython reticulatus,,1,m,449,yes,,brick & mortar,brick & mortar,0
979,1091,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,tiger reticulated python,Malayopython reticulatus,,1,,249.99,yes,,brick & mortar,brick & mortar,0
980,1092,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,super tiger reticulated python,Malayopython reticulatus,,1,,349.99,yes,,brick & mortar,brick & mortar,0
1335,1468,Gopher Your Pet,TX,Houston,NA,NA,20 super tiger goldenchild reticulated python,Malayopython reticulatus,,1,m,,yes,from Chattanooga Repticon,expo,breeder,0
1355,1490,Gopher Your Pet,TX,Houston,NA,NA,20 het pied reticulated python,Malayopython reticulatus,,1,m,750,yes,from Chattanooga Repticon,expo,breeder,0
1356,1491,Gopher Your Pet,TX,Houston,NA,NA,motley phantom tiger reticulated python,Malayopython reticulatus,,1,,500,yes,from Chattanooga Repticon,expo,breeder,0
1397,1534,???,,,NA,NA,platinum lavender tiger reticulated python,Malayopython reticulatus,,1,,500,yes,from Chattanooga Repticon,expo,?,0
1403,1540,???,,,NA,NA,ultra ivory reticulated python,Malayopython reticulatus,,1,,550,yes,from Chattanooga Repticon,expo,?,0
1608,1749,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Reticulated python,Malayopython reticulatus,,1,f,,,,brick & mortar,brick & mortar,0
1659,1801,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Bali yellowheaded retilulated python,Malayopython reticulatus,,1,,299,,,brick & mortar,brick & mortar,0
1672,1814,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Ultra ivory super tiger citron reticulated python,Malayopython reticulatus,,1,,2200,,,brick & mortar,brick & mortar,0
1725,1867,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Sunfire genetic stripe reticulated python,Malayopython reticulatus,,1,,695,,,brick & mortar,brick & mortar,0
1728,1870,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Super tiger reticulated python,Malayopython reticulatus,,1,,495,,,brick & mortar,brick & mortar,0
2098,2260,Rick Krumrine Reptiles,PA,Chambersburg,NA,NA,Orange glow reticulated python,Malayopython reticulatus,,1,,350,,,expo,breeder,0
2099,2261,Rick Krumrine Reptiles,PA,Chambersburg,NA,NA,Tiger reticulated python,Malayopython reticulatus,,1,,250,,,expo,breeder,0
2100,2262,Rick Krumrine Reptiles,PA,Chambersburg,NA,NA,Piebald het albino pos tiger reticulated python,Malayopython reticulatus,,1,m,1000,,,expo,breeder,0
2106,2268,Rick Krumrine Reptiles,PA,Chambersburg,NA,NA,Orange glow reticulated python,Malayopython reticulatus,,1,m,500,,,expo,breeder,0
2442,2617,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Super tiger reticulated python,Malayopython reticulatus,,1,,400,,,expo,brick & mortar,0
2444,2619,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Normal het purple reticulated python,Malayopython reticulatus,,1,f,299.99,,,expo,brick & mortar,0
2445,2620,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Super tiger reticulated python,Malayopython reticulatus,,1,,400,,,expo,brick & mortar,0
2446,2621,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Super tiger reticulated python,Malayopython reticulatus,,1,,400,,,expo,brick & mortar,0
2872,3054,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,mocha gc sun retic?,Malayopython reticulatus,,1,,,,,expo,breeder,0
2873,3055,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,marble jag het purple reticulated python,Malayopython reticulatus,,1,,,,,expo,breeder,0
2874,3056,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,mocha sun reticulated python,Malayopython reticulatus,,1,f,,,,expo,breeder,0
2875,3057,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,platinum golden child reticulated python,Malayopython reticulatus,,1,,1200,,,expo,breeder,0
2877,3059,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,ben renick ghost poss het anthrax reticulated python,Malayopython reticulatus,,1,f,2250,,,expo,breeder,0
2878,3060,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,anthrax poss het ghost reticulated python,Malayopython reticulatus,,1,f,1000,,,expo,breeder,0
2879,3061,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,anthrax poss het ghost reticulated python,Malayopython reticulatus,,1,m,1000,,,expo,breeder,0
2880,3062,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,normal reticulated python,Malayopython reticulatus,,1,f,200,,,expo,breeder,0
2881,3063,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,normal reticulated python,Malayopython reticulatus,,1,m,200,,,expo,breeder,0
2882,3064,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,tiger 100% het albino reticulated python,Malayopython reticulatus,,1,m,300,,,expo,breeder,0
2883,3065,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,marble 100% het white albino reticulated python,Malayopython reticulatus,,1,m,600,,,expo,breeder,0
2884,3066,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,tiger 100% het albino reticulated python,Malayopython reticulatus,,1,f,300,,,expo,breeder,0
2885,3067,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,phantom reticulated python,Malayopython reticulatus,,1,f,350,,,expo,breeder,0
2886,3068,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,cow reticulated python,Malayopython reticulatus,,1,f,2000,,,expo,breeder,0
2887,3069,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,platinum lavender motley golden child reticulated python,Malayopython reticulatus,,1,,1000,,,expo,breeder,0
2888,3070,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,mocha golden child reticulated python,Malayopython reticulatus,,1,,800,,,expo,breeder,0
2889,3071,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,platinum mocha reticulated python,Malayopython reticulatus,,1,,1500,,,expo,breeder,0
2890,3072,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,platinum mocha golden child reticulated python,Malayopython reticulatus,,1,f,1000,,,expo,breeder,0
2891,3073,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,mochino motley golden child reticulated python,Malayopython reticulatus,,1,f,1000,,,expo,breeder,0
2892,3074,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,platinum mochino golden child reticulated python,Malayopython reticulatus,,1,f,1000,,,expo,breeder,0
2893,3075,DNA Slithers N' Critters,CO,Federal Heights,NA,NA,platinum mochino reticulated python,Malayopython reticulatus,,1,m,1500,,,expo,breeder,0
2964,3149,Rocky Mountain Retics,CO,Deer Trail,NA,NA,purple 100% het pied reticulated python,Malayopython reticulatus,,1,f,600,,,expo,breeder,0
2965,3150,Rocky Mountain Retics,CO,Deer Trail,NA,NA,normal 100% double het pied albino reticulated python,Malayopython reticulatus,,1,f,350,,,expo,breeder,0
2966,3151,Rocky Mountain Retics,CO,Deer Trail,NA,NA,motley hogs het albino reticulated python,Malayopython reticulatus,,1,f,600,,,expo,breeder,0
2967,3152,Rocky Mountain Retics,CO,Deer Trail,NA,NA,normal 100% double het pied albino reticulated python,Malayopython reticulatus,,1,m,350,,,expo,breeder,0
2968,3153,Rocky Mountain Retics,CO,Deer Trail,NA,NA,normal het albino reticulated python,Malayopython reticulatus,,1,f,175,,,expo,breeder,0
2969,3154,Rocky Mountain Retics,CO,Deer Trail,NA,NA,purple 100% het pied reticulated python,Malayopython reticulatus,,1,m,600,,,expo,breeder,0
3064,3259,Wild Things Exotic Pets,CO,Greeley,NA,NA,het orange ghost stripe reticulated python,Malayopython reticulatus,,1,f,450,,,expo,,0
3069,3264,Wild Things Exotic Pets,CO,Greeley,NA,NA,pied reticulated python,Malayopython reticulatus,,1,m,2199.99,,,expo,,0
3070,3265,Wild Things Exotic Pets,CO,Greeley,NA,NA,granite back albino reticulated python,Malayopython reticulatus,,1,m,800,,,expo,,0
3071,3266,Wild Things Exotic Pets,CO,Greeley,NA,NA,marble reticulated python,Malayopython reticulatus,,1,m,500,,,expo,,0
3072,3267,Wild Things Exotic Pets,CO,Greeley,NA,NA,phantom reticulated python,Malayopython reticulatus,,1,m,400,,,expo,,0
3073,3268,Wild Things Exotic Pets,CO,Greeley,NA,NA,phantom motley het albino reticulated python,Malayopython reticulatus,,1,f,1000,,,expo,,0
3074,3269,Wild Things Exotic Pets,CO,Greeley,NA,NA,jaguar poss tiger reticulated python,Malayopython reticulatus,,1,m,800,,,expo,,0
3075,3270,Wild Things Exotic Pets,CO,Greeley,NA,NA,tiger het anthrax reticulated python,Malayopython reticulatus,,1,m,700,,,expo,,0
3076,3271,Wild Things Exotic Pets,CO,Greeley,NA,NA,het anthrax reticulated python,Malayopython reticulatus,,1,m,450,,,expo,,0
3077,3272,Wild Things Exotic Pets,CO,Greeley,NA,NA,tiger anthrax reticulated python,Malayopython reticulatus,,1,,999.99,,,expo,,0
3078,3273,Wild Things Exotic Pets,CO,Greeley,NA,NA,motley het albino reticulated python,Malayopython reticulatus,,1,f,600,,,expo,,0
3079,3274,Wild Things Exotic Pets,CO,Greeley,NA,NA,platinum tiger marble reticulated python,Malayopython reticulatus,,1,,1399.99,,,expo,,0
3080,3275,Wild Things Exotic Pets,CO,Greeley,NA,NA,pied reticulated python,Malayopython reticulatus,,1,f,2200,,,expo,,0
3359,3569,"Fin & Feather Pet Center, Inc.",VA,Richmond,37.60127862,-77.46746415,sunfire reticulated python,Malayopython reticulatus,,1,,499.99,,,brick & mortar,brick & mortar,0
3417,3631,Rick Krumrine Reptiles,PA,Chambersburg,NA,NA,orange glow reticulated python,Malayopython reticulatus,,1,f,550,,,Expo,Breeder,0
3418,3632,Rick Krumrine Reptiles,PA,Chambersburg,NA,NA,orange glow reticulated python,Malayopython reticulatus,,1,m,500,,,Expo,Breeder,0
3419,3633,Rick Krumrine Reptiles,PA,Chambersburg,NA,NA,purple goldenchild reticulated python,Malayopython reticulatus,,1,,600,,,Expo,Breeder,0
3932,4171,Circle S Exotics,TX,Cuero,NA,NA,motley tiger supersun reticulated python,Malayopython reticulatus,,1,,,,,expo,Breeder,0
3933,4172,Circle S Exotics,TX,Cuero,NA,NA,lavender motley suntiger reticulated python,Malayopython reticulatus,,1,m,850,,,expo,Breeder,0
3934,4173,Circle S Exotics,TX,Cuero,NA,NA,proven reticulated python,Malayopython reticulatus,,1,f,1200,,,expo,Breeder,0
3935,4174,Circle S Exotics,TX,Cuero,NA,NA,motley tiger reticulated python,Malayopython reticulatus,,1,f,,,,expo,Breeder,0
3936,4175,Circle S Exotics,TX,Cuero,NA,NA,motley suntiger reticulated python,Malayopython reticulatus,,1,f,,,,expo,Breeder,0
3937,4176,Circle S Exotics,TX,Cuero,NA,NA,sunfire reticulated python,Malayopython reticulatus,,1,m,,,,expo,Breeder,0
3938,4177,Circle S Exotics,TX,Cuero,NA,NA,tiger reticulated python,Malayopython reticulatus,,1,f,,,,expo,Breeder,0
3939,4178,Circle S Exotics,TX,Cuero,NA,NA,lavender tiger reticulated python,Malayopython reticulatus,,1,m,,,,expo,Breeder,0
3940,4179,Circle S Exotics,TX,Cuero,NA,NA,motley reticulated python,Malayopython reticulatus,,1,m,,,,expo,Breeder,0
5074,5326,Reptile Factory,CA,Downey,33.94413,-118.14079,Super dwarf anery 100% kataotoa reticulated python,Malayopython reticulatus,,1,,nfs,,,expo,Brick and Mortar,0
5092,5344,Reptile Factory,CA,Downey,33.94413,-118.14079,Marble dwarf and super dwarf reticulated python,Malayopython reticulatus,,1,m,350,,,expo,Brick and Mortar,0
