,�..ID,store,state,city_locality,lat,long,item,species,subspecies,specific_taxonomy,sex,price_.,in_list,notes,visit_type,vendor_type,native.
4509,4748,Golden Coast Exotics,CA,Orange County,NA,NA,Hypo tangerine Honduran milk snake,Lampropeltis triangulum,hondurensis,1,m,200,,,,,0
4511,4750,Golden Coast Exotics,CA,Orange County,NA,NA,Hypo tangerine Honduran milk snake,Lampropeltis triangulum,hondurensis,1,f,200,,,,,0
4518,4757,Golden Coast Exotics,CA,Orange County,NA,NA,Splotched sinaloan albino milk snake,Lampropeltis triangulum,sinaloae,1,,400,,,,,0
4519,4758,Golden Coast Exotics,CA,Orange County,NA,NA,Albino tangerine Honduran milk snake,Lampropeltis triangulum,hondurensis,1,m,200,,,,,0
4531,4770,Golden Coast Exotics,CA,Orange County,NA,NA,Hypo tangerine Honduran milk snake,Lampropeltis triangulum,hondurensis,1,m,200,,,,,0
4532,4771,Golden Coast Exotics,CA,Orange County,NA,NA,Hypo VP tangerine Honduran milk snake,Lampropeltis triangulum,hondurensis,1,f,300,,,,,0
4533,4772,Golden Coast Exotics,CA,Orange County,NA,NA,Hypo tangerine Honduran milk snake,Lampropeltis triangulum,hondurensis,1,m,200,,,,,0
4731,4974,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Tangerine Honduran milksnake,Lampropeltis triangulum,hondurensis,1,,179.99,,,expo,brick and mortar,0
4732,4975,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Sinaloan milksnake,Lampropeltis triangulum,sinaloae,1,,99.99,,,expo,brick and mortar,0
4734,4977,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Snow Honduran milksnake,Lampropeltis triangulum,hondurensis,1,,249.99,,,expo,brick and mortar,0
4735,4978,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Albino Honduran milksnake,Lampropeltis triangulum,hondurensis,1,,199.99,,,expo,brick and mortar,0
4740,4983,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Tangerine Honduran milksnake,Lampropeltis triangulum,hondurensis,1,,179.99,,,expo,brick and mortar,0
4741,4984,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Nelson's milksnake,Lampropeltis triangulum,nelsoni,1,,89.99,,,expo,brick and mortar,0
4744,4987,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Pueblan milksnake,Lampropeltis triangulum,campbelli,1,,89.99,,,expo,brick and mortar,0
5028,5278,Reef and Reptile,CA,Chula Vista,32.59553,-117.05034,Hypo tangerine Honduran milk snake,Lampropeltis triangulum,hondurensis,1,m,400,,,expo,Brick and Mortar,0
5098,5350,Reptile Factory,CA,Downey,33.94413,-118.14079,Milk snake,Lampropeltis triangulum,,1,m,150,,,expo,Brick and Mortar,0
5099,5351,Reptile Factory,CA,Downey,33.94413,-118.14079,Albino Honduran milksnake,Lampropeltis triangulum,hondurensis,1,m,200,,,expo,Brick and Mortar,0
5100,5352,Reptile Factory,CA,Downey,33.94413,-118.14079,Milksnake,Lampropeltis triangulum,,1,,125,,,expo,Brick and Mortar,0
5101,5353,Reptile Factory,CA,Downey,33.94413,-118.14079,TH snow hypo milksnake,Lampropeltis triangulum,,1,m,275,,,expo,Brick and Mortar,0
5102,5354,Reptile Factory,CA,Downey,33.94413,-118.14079,TH albino hypo anery Honduras milksnake,Lampropeltis triangulum,hondurensis,1,,285,,,expo,Brick and Mortar,0
5105,5358,Reptile Factory,CA,Downey,33.94413,-118.14079,Pueblan milksnake,Lampropeltis triangulum,campbelli,1,,150,,,expo,Brick and Mortar,0
5323,5579,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Black milksnake,Lampropeltis triangulum,gaigeae,1,,425,,,expo,Brick and mortar,0
5324,5580,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Black milksnake,Lampropeltis triangulum,gaigeae,1,,425,,,expo,Brick and mortar,0
5358,5614,The Reptile Shop,CA,Temecula,33.51521,-117.16492,Hybrid Honduran milksnake,Lampropeltis triangulum,hondurensis,1,,275,,,expo,Brick and mortar,0
5486,5743,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Albino Nelson's milksnake,Lampropeltis triangulum,nelsoni,1,,250,,,expo,Brick and mortar,0
5490,5747,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Tangerine Honduran milksnake,Lampropeltis triangulum,hondurensis,1,m,300,,,expo,Brick and mortar,0
5502,5761,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Hypo tangerine Honduran milksnake,Lampropeltis triangulum,hondurensis,1,f,200,,,expo,Brick and mortar,0
5503,5762,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Albino tangerine Honduran milksnake,Lampropeltis triangulum,hondurensis,1,f,250,,,expo,Brick and mortar,0
5510,5769,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Hypo tangerine Honduran milksnake,Lampropeltis triangulum,hondurensis,1,f,200,,,expo,Brick and mortar,0
5511,5770,The Sand Bar Pet Shop,CA,Mission Viejo,33.590937,-117.660313,Albino tangerine Honduran milksnake,Lampropeltis triangulum,hondurensis,1,f,250,,,expo,Brick and mortar,0
9106,9563,ReptilesNCritters,,,NA,NA,African House snake black adults,Lamprophis fuliginosus,,1,,$79.99 ,,,online,online,0
11371,11944,Underground Reptiles,,,NA,NA,Red Garden Skink,Lampropholis guichenoti,,1,,4.99,,,online,online,0
10466,11002,The Finch Farm,,,NA,NA,Chestnut-bellied Starling,Lamprotornis pulcher,,1,,225.99,,,online,online,0
11372,11945,Underground Reptiles,,,NA,NA,Malagasy Leaf Nose Snake,Langaha madagascariensis,,1,,149.99,,,online,online,0
2073,2234,Mythical Exotics,CT,Lebanon,NA,NA,Clown agama,Laudakia stellio,brachydactyla,1,,85,,,expo,breeder,0
2512,2687,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Clown agama,Laudakia stellio,brachydactyla,1,,100,,,expo,brick & mortar,0
1719,1861,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Northern curly-tailed lizard,Leiocephalus carinatus,,1,,39,,,brick & mortar,brick & mortar,0
7077,7428,Got Reptiles,,,NA,NA,Bahama Curlytail Lizard (sm/med),Leiocephalus carinatus,,1,,$19.99 ,,,online,online,0
8550,8995,Reptile City Inc,,,NA,NA,Bahama Curlytail Lizard (sm/med),Leiocephalus carinatus,,1,,19.99,,,online,online,0
9648,10123,Snakes at Sunset,,,NA,NA,Bahamian Curly Tail Lizards for sale (Leiocephalus Carinatus),Leiocephalus carinatus,,1,,9.99,,,online,online,0
11373,11946,Underground Reptiles,,,NA,NA,Curly Tail Lizard,Leiocephalus carinatus,,1,,9.99,,,online,online,0
11374,11947,Underground Reptiles,,,NA,NA,Baby Curly Tail Lizard,Leiocephalus carinatus,,1,,9.99,,,online,online,0
8551,8996,Reptile City Inc,,,NA,NA,Jewel Curly-Tail Lizard,Leiocephalus personatus,,1,,19.99,,,online,online,0
9649,10124,Snakes at Sunset,,,NA,NA,Jewel Curly Tail Lizard (Leiocephalus schreibersii),Leiocephalus schreibersii,,1,,19.99,,,online,online,0
7078,7429,Got Reptiles,,,NA,NA,Jewel Curly-Tail Lizard,Leiocephalus sp.,,1,,$19.99 ,,,online,online,0
8785,9236,Reptile Rapture,,,NA,NA,"MADAGASCAR SPECKLED HOGNOSE SNAKE, Leioheterodon geayi",Leioheterodon geayi,,1,,,,,online,online,0
8786,9237,Reptile Rapture,,,NA,NA,"MADAGASCAR SPECKLED HOGNOSE SNAKE, FEMALE, Leioheterodon geayi",Leioheterodon geayi,,1,,,,,online,online,0
11375,11948,Underground Reptiles,,,NA,NA,Speckled Hognose Snake,Leioheterodon geayi,,1,,174.99,,,online,online,0
2048,2206,401 Reptiles,RI,West Warwick,41.706312,-71.523438,Malagasy giant hognose snake,Leioheterodon madagascariensis,,1,,,,,brick & mortar,brick & mortar,0
8787,9238,Reptile Rapture,,,NA,NA,"MADAGASCAR HOGNOSE SNAKE, Leioheterodon madagascariensis",Leioheterodon madagascariensis,,1,,,,,online,online,0
11376,11949,Underground Reptiles,,,NA,NA,Madagascar Giant Hognose Snake,Leioheterodon madagascariensis,,1,,149.99,,,online,online,0
8788,9239,Reptile Rapture,,,NA,NA,"MADAGASCAR GOLDEN HOGNOSE SNAKE, FEMALE, Leioheterodon modestus.",Leioheterodon modestus,,1,,,,,online,online,0
11377,11950,Underground Reptiles,,,NA,NA,Madagascar Blonde Hognose Snake,Leioheterodon modestus,,1,,149.99,,,online,online,0
787,864,MR Reptiles (Sebring),FL,Sebring,NA,NA,butterfly agama,Leiolepis belliana,,1,m,100,yes,from Show Me Snakes Jax 8/28,expo,breeder?,0
2049,2207,401 Reptiles,RI,West Warwick,41.706312,-71.523438,Butterfly agama,Leiolepis belliana,,1,,,,,brick & mortar,brick & mortar,0
6073,6370,Big Apple Herp,,,NA,NA,Butterfly Agamas,Leiolepis belliana,,1,,21.95,,,online,online,0
9650,10125,Snakes at Sunset,,,NA,NA,Butterfly Agama for sale (Leiolepis belliana),Leiolepis belliana,,1,,18.99,,,online,online,0
10159,10651,Strictly Reptiles,,,NA,NA,BUTTERFLY AGAMA – JUVENILE TO ADULTS,Leiolepis belliana,,1,,,,,online,online,0
11378,11951,Underground Reptiles,,,NA,NA,Baby Butterfly Agama,Leiolepis belliana,,1,,14.99,,,online,online,0
11379,11952,Underground Reptiles,,,NA,NA,Giant Butterfly Agama,Leiolepis guttata,,1,,299.99,,,online,online,0
9107,9564,ReptilesNCritters,,,NA,NA,Butterfly Agama,Leiolepis reevesii,,1,,$29.99 ,,,online,online,0
398,432,Gator City Reptiles 34th,FL,Gainesville,29.63270048,-82.37385312,northern white lipped python,Leiopython albertisii,,1,,,yes,,brick & mortar,brick & mortar,0
710,777,AHP Exotics (Charleston),SC,Charleston,NA,NA,northern white lip python,Leiopython albertisii,,1,,750,yes,from Show Me Snakes Jax 8/28,expo,breeder,0
8789,9240,Reptile Rapture,,,NA,NA,"NORTHERN WHITE LIPPED PYTHON - WC baby MALE, Leiopython albertisii",Leiopython albertisii,,1,,,,,online,online,0
8790,9241,Reptile Rapture,,,NA,NA,"NORTHERN WHITE LIPPED PYTHON - CB, Leiopython albertisii",Leiopython albertisii,,1,,,,,online,online,0
8791,9242,Reptile Rapture,,,NA,NA,"NORTHERN WHITE LIPPED PYTHON - WC baby FEMALE, Leiopython albertisii",Leiopython albertisii,,1,,,,,online,online,0
8792,9243,Reptile Rapture,,,NA,NA,SOUTHERN WHITE LIPPED PYTHON - Leiopython albertisii,Leiopython albertisii,,1,,,,,online,online,0
11380,11953,Underground Reptiles,,,NA,NA,Baby D’Alberts White Lipped Python,Leiopython albertisii,,1,,399.99,,,online,online,0
11381,11954,Underground Reptiles,,,NA,NA,D’Alberts White Lipped Python,Leiopython albertisii,,1,,499.99,,,online,online,0
10467,11003,The Finch Farm,,,NA,NA,Pekin Robin (Red-billed leiothrix),Leiothrix lutea,,1,,1154.99,,,online,online,0
8110,8545,Planet Exotics Pets,,,NA,NA,RING TAILED LEMUR MONKEY,Lemur catta,,1,,2500,,,online,online,0
8486,8928,Potenza Exotics,,,NA,NA,Female Ring Tailed Lemur - Epona $3500,Lemur catta,,1,,3500,,,online,online,0
11382,11955,Underground Reptiles,,,NA,NA,Baby Ring Tailed Lemur,Lemur catta,,1,,2399.99,,,online,online,0
12136,12740,Wholesale Exotics,,,NA,NA,Ring-tailed Lemur,Lemur catta,,1,,,,,online,online,0
8111,8546,Planet Exotics Pets,,,NA,NA,GEOFFROY’S CAT,Leopardus geoffroyi,,1,,1500,,,online,online,0
309,331,Animal Island Pet Shop,IL,Midlothian,41.63036679,-87.7370106,budget frog,Lepidobatrachus laevis,,1,,,yes,,brick & mortar,brick & mortar,0
391,425,CEF Pets,IL,Monee,41.42160917,-87.74483413,budget frog,Lepidobatrachus laevis,,1,,,yes,,brick & mortar,brick & mortar,0
498,545,Kalamazoo Reptile Expo,MI,,42.277938,-85.543563,budget frog,Lepidobatrachus laevis,,1,,75,yes,,expo,,0
6074,6372,Big Apple Herp,,,NA,NA,Budgett's Frogs,Lepidobatrachus laevis,,1,,53.99,,,online,online,0
6075,6373,Big Apple Herp,,,NA,NA,Budgett Frogs,Lepidobatrachus laevis,,1,,59,,,online,online,0
11383,11956,Underground Reptiles,,,NA,NA,Baby Budgett’s Frog,Lepidobatrachus laevis,,1,,59.99,,,online,online,0
11384,11957,Underground Reptiles,,,NA,NA,Adult Budgett’s Frog,Lepidobatrachus laevis,,1,,249.99,,,online,online,0
11385,11958,Underground Reptiles,,,NA,NA,Baby Dwarf Budgett’s Frog,Lepidobatrachus llanensis,,1,,49.99,,,online,online,0
264,280,Wild Things Exotics,FL,Middleburg,30.07070407,-81.86598947,mourning gecko,Lepidodactylus lugubris,,1,,39.99,yes,,brick & mortar,brick & mortar,0
397,431,Gator City Reptiles 34th,FL,Gainesville,29.63270048,-82.37385312,mourning gecko,Lepidodactylus lugubris,,1,,39.99,yes,,brick & mortar,brick & mortar,0
564,622,Kalamazoo Reptile Expo,MI,,42.277938,-85.543563,mourning gecko,Lepidodactylus lugubris,,1,,,yes,,expo,,0
1967,2123,Jabberwock Reptiles,MA,Stoneham,42.492063,-71.100688,Mourning gecko,Lepidodactylus lugubris,,1,,40,,,brick & mortar,brick & mortar,0
2182,2347,Spa city critters,NY,Saratoga Springs,NA,NA,Mourning gecko,Lepidodactylus lugubris,,1,,40,,,expo,breeder,0
6076,6374,Big Apple Herp,,,NA,NA,Mourning Geckos,Lepidodactylus lugubris,,1,,39.95,,,online,online,0
7126,7479,ILL Exotics,,,NA,NA,Mourning Gecko,Lepidodactylus lugubris,,1,,$29.99 ,,,online,online,0
11386,11959,Underground Reptiles,,,NA,NA,Mourning Gecko,Lepidodactylus lugubris,,1,,24.99,,,online,online,0
2035,2192,401 Reptiles,RI,West Warwick,41.706312,-71.523438,Yellow spotted night lizard,Lepidophyma flavimaculatum,,1,,,,,brick & mortar,brick & mortar,0
3916,4154,Bay Area Exotic Pets,TX,La Porte,29.65145693,-95.01943162,yellow spotted night lizard,Lepidophyma flavimaculatum,,1,,80,,,expo,brick & mortar,0
6077,6375,Big Apple Herp,,,NA,NA,Yellow Spotted Night Lizards,Lepidophyma flavimaculatum,,1,,69,,,online,online,0
9651,10126,Snakes at Sunset,,,NA,NA,Yellow-spotted night lizard (Lepidophyma flavimaculatum),Lepidophyma flavimaculatum,,1,,99.99,,,online,online,0
2508,2683,Major league exotic pets,NJ,Jackson,40.117812,-74.253687,Fire skinks,Lepidothyris fernandi,,1,,24.99,,,expo,brick & mortar,0
8112,8547,Planet Exotics Pets,,,NA,NA,SERVAL KITTEN,Leptailurus serval,,1,,1500,,,online,online,0
7079,7430,Got Reptiles,,,NA,NA,Big Eye Tree Frog (aduts),Leptobrachium sp.,,1,,$29.99 ,,,online,online,0
11387,11960,Underground Reptiles,,,NA,NA,Mountain Chicken Frog,Leptodactylus fallax,,1,,39.99,,,online,online,0
6078,6377,Big Apple Herp,,,NA,NA,Smokey Jungle Frogs,Leptodactylus pentadactylus,,1,,59,,,online,online,0
11388,11961,Underground Reptiles,,,NA,NA,Suriname Cat Eye Snake,Leptodeira annulata,,1,,199.99,,,online,online,0
6079,6378,Big Apple Herp,,,NA,NA,Cameroon Forest Tree Frogs,Leptopelis crystallinoron,,1,,29,,,online,online,0
8793,9244,Reptile Rapture,,,NA,NA,"BIG EYED OR PEACOCK TREE FROG, Leptopelis vermiculatus",Leptopelis vermiculatus,,1,,,,,online,online,0
8794,9245,Reptile Rapture,,,NA,NA,BIG EYED TREE FROG,Leptopelis vermiculatus,,1,,,,,online,online,0
11389,11962,Underground Reptiles,,,NA,NA,Big Eye Tree Frog,Leptopelis vermiculatus,,1,,11.99,,,online,online,0
8552,8997,Reptile City Inc,,,NA,NA,Big Eye Tree Frog (aduts),Leptopelis viridis,,1,,29.99,,,online,online,0
613,673,Gator City Reptiles 34th,FL,Gainesville,29.63270048,-82.37385312,parrot snake,Leptophis ahaetulla,,1,,299.99,yes,,brick & mortar,brick & mortar,0
11390,11963,Underground Reptiles,,,NA,NA,Parrot Snake,Leptophis ahaetulla,,1,,199.99,,,online,online,0
9652,10127,Snakes at Sunset,,,NA,NA,Burton's Legless Lizards for sale (Lialis burtonis),Lialis burtonis,,1,,39.99,,,online,online,0
11391,11964,Underground Reptiles,,,NA,NA,New Guinea Legless Lizard,Lialis burtonis,,1,,99.99,,,online,online,0
1467,1608,Country Side Exotic Pets,,,NA,NA,brown water python,Liasis fuscus,,1,f,750,no,from Chattanooga Repticon,expo,?,0
8795,9246,Reptile Rapture,,,NA,NA,"MACKLOT'S PYTHON, CB MALE - Liasis mackloti",Liasis mackloti,,1,,,,,online,online,0
8796,9247,Reptile Rapture,,,NA,NA,"CB SAVU PYTHON, Liasis mackloti savuensis",Liasis mackloti,,1,,,,,online,online,0
8797,9248,Reptile Rapture,,,NA,NA,"MACKLOT'S PYTHON, CB FEMALE - Liasis macklot",Liasis mackloti,,1,,,,,online,online,0
9653,10128,Snakes at Sunset,,,NA,NA,Savu Pythons for sale (Liasis mackloti savuensis) males,Liasis mackloti,,1,,149.99,,,online,online,0
11392,11965,Underground Reptiles,,,NA,NA,Baby Savu Python,Liasis mackloti,,1,,124.99,,,online,online,0
37,44,AquaZoo Extreme Pets,FL,Lakeside,30.13574428,-81.77652549,olive python,Liasis olivaceus,,1,,1250,yes,,brick & mortar,brick & mortar,0
1619,1760,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,Australian olive python,Liasis olivaceus,,1,,999,,,brick & mortar,brick & mortar,0
6080,6379,Big Apple Herp,,,NA,NA,Olive Pythons,Liasis olivaceus,,1,,699,,,online,online,0
6081,6380,Big Apple Herp,,,NA,NA,Dark Het Rosy Boas,Lichanura trivirgata,,1,,144.95,,,online,online,0
6082,6381,Big Apple Herp,,,NA,NA,Albino Coastal Rosy Boas,Lichanura trivirgata,,1,,219,,,online,online,0
6083,6382,Big Apple Herp,,,NA,NA,Ortiz Rosy Boas,Lichanura trivirgata,,1,,119,,,online,online,0
6084,6383,Big Apple Herp,,,NA,NA,Pearl Rosy Boas,Lichanura trivirgata,,1,,289,,,online,online,0
6085,6384,Big Apple Herp,,,NA,NA,San Matias Rosy Boas,Lichanura trivirgata,,1,,119,,,online,online,0
6086,6385,Big Apple Herp,,,NA,NA,Melanistic Bay of LA Rosy Boa,Lichanura trivirgata,,1,,134.99,,,online,online,0
6087,6386,Big Apple Herp,,,NA,NA,San Matias Rosy Boa,Lichanura trivirgata,,1,,107.99,,,online,online,0
6088,6387,Big Apple Herp,,,NA,NA,Dome Rock Rosy Boas,Lichanura trivirgata,,1,,143.99,,,online,online,0
6089,6388,Big Apple Herp,,,NA,NA,Snow Rosy Boa,Lichanura trivirgata,,1,,279,,,online,online,0
6090,6389,Big Apple Herp,,,NA,NA,Bay of LA Rosy Boas,Lichanura trivirgata,,1,,119,,,online,online,0
6091,6390,Big Apple Herp,,,NA,NA,Albino Rosy Boas (Het Snow),Lichanura trivirgata,,1,,229,,,online,online,0
6092,6391,Big Apple Herp,,,NA,NA,Oregon Pipe Rosy Boas,Lichanura trivirgata,,1,,119,,,online,online,0
6093,6392,Big Apple Herp,,,NA,NA,Magdelena Rosy Boas,Lichanura trivirgata,,1,,119,,,online,online,0
6094,6393,Big Apple Herp,,,NA,NA,Anery Magdelena Rosy Boas,Lichanura trivirgata,,1,,139,,,online,online,0
6095,6394,Big Apple Herp,,,NA,NA,Anery Het Snow Rosy Boa,Lichanura trivirgata,,1,,229,,,online,online,0
6096,6395,Big Apple Herp,,,NA,NA,Albino Harquahala Rosy Boas,Lichanura trivirgata,,1,,254.99,,,online,online,0
6097,6396,Big Apple Herp,,,NA,NA,Coastal Rosy Boa,Lichanura trivirgata,,1,,189,,,online,online,0
6098,6397,Big Apple Herp,,,NA,NA,Albino Rosy Boas,Lichanura trivirgata,,1,,269,,,online,online,0
6099,6398,Big Apple Herp,,,NA,NA,Rosy Boas (Mixed Adults),Lichanura trivirgata,,1,,229,,,online,online,0
8798,9249,Reptile Rapture,,,NA,NA,"ROSY BOA - ANZA BORREGO - CB 2019 FEMALE, Lichanura trivirgata",Lichanura trivirgata,,1,,,,,online,online,0
8799,9250,Reptile Rapture,,,NA,NA,ROSY BOA - non-locality specific - Lichanura trivirgata,Lichanura trivirgata,,1,,,,,online,online,0
8800,9251,Reptile Rapture,,,NA,NA,"HUALAPAI MOUNTAIN ROSY BOA - FEMALE, Lichanura trivirgata",Lichanura trivirgata,,1,,,,,online,online,0
8801,9252,Reptile Rapture,,,NA,NA,"ROSY BOA - LIMBURG CROSS, 2020 #7 - Lichanura trivirgata (t)7",Lichanura trivirgata,,1,,,,,online,online,0
8802,9253,Reptile Rapture,,,NA,NA,"ROSY BOA - non-locality specific, male - Lichanura trivirgata",Lichanura trivirgata,,1,,,,,online,online,0
8803,9254,Reptile Rapture,,,NA,NA,ROSY BOA - SAN MATIAS - CB 2018 MALE - Lichanura trivirgata,Lichanura trivirgata,,1,,,,,online,online,0
8804,9255,Reptile Rapture,,,NA,NA,"ROSY BOA, COASTAL ANERY, adult female, 6 YEARS - Lichanura trivirgata",Lichanura trivirgata,,1,,,,,online,online,0
9654,10129,Snakes at Sunset,,,NA,NA,Rosy Boa for sale (Lichanura trivirgata),Lichanura trivirgata,,1,,99.99,,,online,online,0
11393,11966,Underground Reptiles,,,NA,NA,Baby San Matias Rosy Boa,Lichanura trivirgata,,1,,89.99,,,online,online,0
11394,11967,Underground Reptiles,,,NA,NA,Baby Dome Rock Rosy Boa,Lichanura trivirgata,,1,,89.99,,,online,online,0
11395,11968,Underground Reptiles,,,NA,NA,Baby Arizona Rosy Boa,Lichanura trivirgata,,1,,89.99,,,online,online,0
11396,11969,Underground Reptiles,,,NA,NA,Baby Bay Of LA Rosy Boa,Lichanura trivirgata,,1,,99.99,,,online,online,0
11397,11970,Underground Reptiles,,,NA,NA,Baby Mexican Rosy Boa,Lichanura trivirgata,,1,,99.99,,,online,online,0
11398,11971,Underground Reptiles,,,NA,NA,Baby Mexican Rosy Boas,Lichanura trivirgata,,1,,99.99,,,online,online,0
11399,11972,Underground Reptiles,,,NA,NA,Baby San Matias Rosy Boas,Lichanura trivirgata,,1,,99.99,,,online,online,0
11400,11973,Underground Reptiles,,,NA,NA,Baby San Felipe Rosy Boas,Lichanura trivirgata,,1,,99.99,,,online,online,0
11401,11974,Underground Reptiles,,,NA,NA,Baby Het Albino Rosy Boa,Lichanura trivirgata,,1,,124.99,,,online,online,0
11402,11975,Underground Reptiles,,,NA,NA,Baby Albino Rosy Boa,Lichanura trivirgata,,1,,149.99,,,online,online,0
11403,11976,Underground Reptiles,,,NA,NA,Adult Rosy Boa,Lichanura trivirgata,,1,,199.99,,,online,online,0
11404,11977,Underground Reptiles,,,NA,NA,African File Snake,Limaformosa crossi,,1,,59.99,,,online,online,0
11405,11978,Underground Reptiles,,,NA,NA,Baby African File Snake,Limaformosa crossi,,1,,74.99,,,online,online,0
10468,11004,The Finch Farm,,,NA,NA,Common Linnet Finch,Linaria cannabina,,1,,147.99,,,online,online,0
9108,9565,ReptilesNCritters,,,NA,NA,Indonesian Ringneck Snake - Juveniles,Liopeltis tricolor,,1,,$79.99 ,,,online,online,0
11407,11980,Underground Reptiles,,,NA,NA,Golden Bellied Snake,Liophis epinephalus,,1,,249.99,,,online,online,0
11408,11981,Underground Reptiles,,,NA,NA,Velvet Swamp Snake,Liophis typhlus,,1,,199.99,,,online,online,0
11409,11982,Underground Reptiles,,,NA,NA,European Smooth Newt,Lissotriton vulgaris,,1,,29.99,,,online,online,0
1593,1734,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,White's treefrog,Litoria caerulea,,1,,59,,,brick & mortar,brick & mortar,0
1594,1735,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,White's treefrog - Blue eyed snowflakes,Litoria caerulea,,1,,50,,,brick & mortar,brick & mortar,0
1649,1791,East Bay Vivarium,CA,Berkeley,37.869703,-122.2993,White's tree frog,Litoria caerulea,,1,,49,,,brick & mortar,brick & mortar,0
1803,1951,Petco,CA,Citrus Heights,38.680563,-121.320562,Australian White's tree frog,Litoria caerulea,,1,,24.99,,,brick & mortar,brick & mortar,0
1812,1962,Pets to Go,CA,Elk Grove,38.408313,-121.351313,Blue eyed white tree frog,Litoria caerulea,,1,,49.99,,,brick & mortar,brick & mortar,0
4842,5092,LLL Reptiles,CA,Menifee,33.68248,-117.170021,Indonesian whites tree frog,Litoria caerulea,,1,,29.99,,,expo,brick and mortar,0
5255,5509,So Cal Herp Assoc and Rescue,CA,Fullerton,NA,NA,Jumbo whites tree frog,Litoria caerulea,,1,,40,,,expo,Breeder,0
5266,5522,So Cal Herp Assoc and Rescue,CA,Fullerton,NA,NA,Blue dumpy frog,Litoria caerulea,,1,,80,,,expo,Breeder,0
7401,7759,Jungle Bob's Reptile World,,,NA,NA,Dumpy treefrog,Litoria caerulea,,1,,56.99,,,online,online,0
7452,7817,LLL Reptiles,,,NA,NA,Medium Australian Whites Tree Frogs,Litoria caerulea,,1,,29.99,,,online,online,0
7453,7818,LLL Reptiles,,,NA,NA,Baby Blue Eyed Australian Whites Tree Frogs,Litoria caerulea,,1,,$39.99 each,,,online,online,0
7673,8071,Outback Reptiles,,,NA,NA,White’s Treefrog (Dumpy),Litoria caerulea,,1,,$30.00 ,,,online,online,0
10469,11005,The Finch Farm,,,NA,NA,Mannikin - Chestnut-Breasted,Lonchura castaneothorax,,1,,199.99,,,online,online,0
10470,11006,The Finch Farm,,,NA,NA,Tri-Colored Nun Finch,Lonchura malacca,,1,,131.99,,,online,online,0
884,988,The Ark Pet Shop,IN,Merrillville,41.471757,-87.366261,java rice finch,Lonchura oryzivora,,1,,89.99,yes,,brick & mortar,brick & mortar,0
999,1112,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,java rice finch,Lonchura oryzivora,,1,,82.99,yes,,brick & mortar,brick & mortar,0
10471,11007,The Finch Farm,,,NA,NA,Java Rice Finch - Normal,Lonchura oryzivora,,1,,82.99,,,online,online,0
10472,11008,The Finch Farm,,,NA,NA,Java Rice Finch - Fawn,Lonchura oryzivora,,1,,82.99,,,online,online,0
10473,11009,The Finch Farm,,,NA,NA,Java Rice Finch - Silver,Lonchura oryzivora,,1,,82.99,,,online,online,0
10474,11010,The Finch Farm,,,NA,NA,Java Rice Finch - White,Lonchura oryzivora,,1,,82.99,,,online,online,0
10475,11011,The Finch Farm,,,NA,NA,Java Rice Finch - Pied,Lonchura oryzivora,,1,,82.99,,,online,online,0
886,990,The Ark Pet Shop,IN,Merrillville,41.471757,-87.366261,spice finch,Lonchura punctulata,,1,,39.99,yes,,brick & mortar,brick & mortar,0
10476,11012,The Finch Farm,,,NA,NA,Spice Finch,Lonchura punctulata,,1,,48.99,,,online,online,0
885,989,The Ark Pet Shop,IN,Merrillville,41.471757,-87.366261,society finch,Lonchura striata,,1,,59.99,yes,,brick & mortar,brick & mortar,0
998,1111,Chicago Reptile House,IL,Orland Park,41.62867635,-87.85009332,society finch,Lonchura striata,,1,,49.99,yes,,brick & mortar,brick & mortar,0
8034,8451,Petco,,,NA,NA,Society Finch,Lonchura striata,,1,,,,,online,online,0
8065,8484,PetSmart,,,NA,NA,Society Finch,Lonchura striata,,1,,24.99,,,online,online,0
10477,11013,The Finch Farm,,,NA,NA,Pied Society Finch,Lonchura striata,,1,,27.99,,,online,online,0
10478,11014,The Finch Farm,,,NA,NA,Euro Society Finch - Dark,Lonchura striata,,1,,56.99,,,online,online,0
10479,11015,The Finch Farm,,,NA,NA,Euro Society Finch - Varied Colors,Lonchura striata,,1,,56.99,,,online,online,0
